,loan_amnt,loan_intent,loan_int_rate,credit_score,loan_term
10566,19500,HOMEIMPROVEMENT,0.0,646,30
10567,25000,MEDICAL,15.7,614,41
10568,10000,EDUCATION,0.0,634,42
10569,10000,DEBTCONSOLIDATION,0.0,695,55
10570,13250,PERSONAL,0.0,645,15
10571,12000,EDUCATION,15.27,647,82
10572,25000,MEDICAL,0.0,639,14
10573,15000,EDUCATION,0.0,580,37
10574,10000,VENTURE,0.0,669,26
10575,10000,VENTURE,0.0,661,51
10576,10000,EDUCATION,0.0,568,91
10577,10000,EDUCATION,17.93,677,41
10578,10000,DEBTCONSOLIDATION,0.0,682,19
10579,6500,MEDICAL,0.0,576,25
10580,9000,MEDICAL,0.0,556,38
10581,9600,HOMEIMPROVEMENT,0.0,609,56
10582,15000,PERSONAL,0.0,506,26
10583,8325,MEDICAL,0.0,642,39
10584,5000,PERSONAL,0.0,657,21
10585,3000,DEBTCONSOLIDATION,0.0,605,28
10586,10000,DEBTCONSOLIDATION,0.0,636,37
10587,10000,VENTURE,0.0,492,39
10588,10000,DEBTCONSOLIDATION,0.0,672,48
10589,10000,PERSONAL,0.0,694,28
10590,20000,PERSONAL,0.0,534,50
10591,7200,MEDICAL,0.0,601,20
10592,6000,MEDICAL,0.0,652,31
10593,10000,VENTURE,0.0,611,57
10594,10000,EDUCATION,0.0,576,91
10595,11000,PERSONAL,0.0,666,43
10596,16000,VENTURE,0.0,677,37
10597,6000,VENTURE,0.0,551,47
10598,11000,DEBTCONSOLIDATION,0.0,637,22
10599,18000,VENTURE,0.0,656,34
10600,5200,HOMEIMPROVEMENT,0.0,507,41
10601,15900,HOMEIMPROVEMENT,0.0,634,49
10602,10000,VENTURE,0.0,630,25
10603,1000,EDUCATION,0.0,662,105
10604,15000,VENTURE,0.0,606,47
10605,15000,EDUCATION,0.0,621,73
10606,10000,DEBTCONSOLIDATION,0.0,635,34
10607,8000,EDUCATION,0.0,631,115
10608,7800,PERSONAL,0.0,545,24
10609,10000,PERSONAL,0.0,658,36
10610,19000,VENTURE,0.0,650,45
10611,6625,HOMEIMPROVEMENT,0.0,544,41
10612,10000,PERSONAL,0.0,566,13
10613,10000,MEDICAL,0.0,661,37
10614,10000,EDUCATION,0.0,612,100
10615,8500,PERSONAL,0.0,646,33
10616,10000,MEDICAL,0.0,549,39
10617,10000,MEDICAL,0.0,548,34
10618,16800,VENTURE,0.0,659,56
10619,6000,VENTURE,0.0,656,42
10620,10000,PERSONAL,0.0,517,23
10621,10000,EDUCATION,0.0,644,107
10622,10000,VENTURE,0.0,616,44
10623,2500,HOMEIMPROVEMENT,11.14,537,43
10624,1500,PERSONAL,0.0,699,59
10625,14000,HOMEIMPROVEMENT,13.85,655,25
10626,10000,PERSONAL,0.0,694,47
10627,1925,VENTURE,0.0,686,46
10628,10000,EDUCATION,0.0,494,72
10629,10000,EDUCATION,0.0,618,37
10630,7000,VENTURE,0.0,640,42
10631,1200,DEBTCONSOLIDATION,0.0,666,24
10632,20000,DEBTCONSOLIDATION,10.99,544,56
10633,10000,MEDICAL,0.0,615,35
10634,5000,VENTURE,0.0,668,52
10635,10000,PERSONAL,0.0,613,60
10636,7500,MEDICAL,0.0,654,26
10637,2400,MEDICAL,0.0,613,37
10638,10000,VENTURE,0.0,591,52
10639,1000,PERSONAL,0.0,637,28
10640,10000,HOMEIMPROVEMENT,15.31,609,29
10641,10000,EDUCATION,0.0,643,80
10642,10000,DEBTCONSOLIDATION,16.0,556,26
10643,13000,EDUCATION,0.0,650,47
10644,5050,VENTURE,0.0,644,32
10645,8000,VENTURE,0.0,611,30
10646,7200,MEDICAL,0.0,609,38
10647,9750,EDUCATION,0.0,640,81
10648,10000,DEBTCONSOLIDATION,0.0,606,34
10649,10000,EDUCATION,0.0,650,94
10650,10000,VENTURE,12.8,599,31
10651,10000,DEBTCONSOLIDATION,15.65,608,56
10652,14000,DEBTCONSOLIDATION,0.0,674,31
10653,10000,EDUCATION,0.0,613,55
10654,10000,DEBTCONSOLIDATION,0.0,607,36
10655,10000,VENTURE,0.0,645,58
10656,10000,PERSONAL,0.0,716,42
10657,10000,MEDICAL,0.0,575,41
10658,12000,VENTURE,0.0,618,52
10659,10000,EDUCATION,0.0,664,40
10660,3000,VENTURE,0.0,651,26
10661,10000,EDUCATION,0.0,665,82
10662,10000,MEDICAL,0.0,611,36
10663,10000,EDUCATION,0.0,558,42
10664,10000,MEDICAL,0.0,587,29
10665,10000,EDUCATION,0.0,692,120
10666,10000,DEBTCONSOLIDATION,0.0,679,47
10667,10000,DEBTCONSOLIDATION,15.33,612,19
10668,3000,EDUCATION,0.0,643,57
10669,10000,PERSONAL,0.0,623,53
10670,25000,PERSONAL,0.0,657,18
10671,10000,EDUCATION,0.0,621,84
10672,10000,VENTURE,12.99,564,55
10673,10000,PERSONAL,0.0,624,42
10674,8000,MEDICAL,0.0,587,44
10675,10000,EDUCATION,0.0,573,59
10676,12000,VENTURE,0.0,581,60
10677,4000,VENTURE,0.0,572,43
10678,10000,PERSONAL,0.0,667,18
10679,10000,VENTURE,0.0,625,47
10680,15000,PERSONAL,0.0,565,29
10681,10000,VENTURE,0.0,605,37
10682,15000,DEBTCONSOLIDATION,0.0,659,45
10683,5000,HOMEIMPROVEMENT,0.0,657,36
10684,10000,PERSONAL,0.0,644,39
10685,10000,PERSONAL,0.0,614,41
10686,20000,HOMEIMPROVEMENT,0.0,606,34
10687,10000,VENTURE,0.0,683,59
10688,5000,PERSONAL,0.0,680,57
10689,10000,PERSONAL,0.0,536,17
10690,10000,EDUCATION,0.0,643,98
10691,10000,MEDICAL,0.0,645,20
10692,10000,VENTURE,16.77,672,52
10693,10000,PERSONAL,0.0,614,48
10694,24000,EDUCATION,0.0,535,114
10695,10000,EDUCATION,8.49,614,39
10696,10000,EDUCATION,0.0,702,43
10697,10000,DEBTCONSOLIDATION,0.0,602,34
10698,16000,HOMEIMPROVEMENT,14.65,654,46
10699,10000,MEDICAL,13.23,660,24
10700,8000,DEBTCONSOLIDATION,0.0,682,32
10701,3500,VENTURE,0.0,667,59
10702,10000,MEDICAL,0.0,631,15
10703,6000,MEDICAL,0.0,662,34
10704,2000,EDUCATION,0.0,585,45
10705,10000,DEBTCONSOLIDATION,0.0,636,27
10706,10000,PERSONAL,12.42,567,59
10707,11300,DEBTCONSOLIDATION,0.0,486,35
10708,10000,VENTURE,15.96,671,33
10709,6100,VENTURE,18.64,665,40
10710,1000,PERSONAL,0.0,687,38
10711,15600,DEBTCONSOLIDATION,0.0,579,18
10712,7750,EDUCATION,0.0,697,108
10713,9000,DEBTCONSOLIDATION,18.64,599,14
10714,5000,EDUCATION,0.0,667,44
10715,35000,VENTURE,0.0,612,60
10716,10000,MEDICAL,0.0,537,37
10717,10000,EDUCATION,0.0,545,50
10718,10000,DEBTCONSOLIDATION,0.0,608,33
10719,10000,MEDICAL,8.32,531,34
10720,10000,PERSONAL,0.0,659,40
10721,10000,VENTURE,0.0,625,30
10722,10000,MEDICAL,0.0,633,26
10723,4000,VENTURE,20.0,627,34
10724,10000,HOMEIMPROVEMENT,0.0,535,25
10725,10000,EDUCATION,0.0,515,109
10726,2000,EDUCATION,0.0,645,44
10727,10000,MEDICAL,0.0,466,43
10728,10000,MEDICAL,0.0,666,36
10729,17000,PERSONAL,0.0,572,43
10730,14400,DEBTCONSOLIDATION,11.71,634,19
10731,10500,EDUCATION,0.0,648,48
10732,10000,EDUCATION,0.0,689,88
10733,5000,DEBTCONSOLIDATION,0.0,624,28
10734,10000,EDUCATION,0.0,609,116
10735,5025,VENTURE,0.0,633,45
10736,7000,MEDICAL,0.0,597,26
10737,16000,EDUCATION,0.0,587,64
10738,10000,EDUCATION,0.0,649,40
10739,13000,EDUCATION,0.0,634,102
10740,10000,HOMEIMPROVEMENT,12.69,662,43
10741,10000,VENTURE,0.0,670,52
10742,10000,PERSONAL,6.62,631,13
10743,1250,VENTURE,0.0,512,29
10744,2500,PERSONAL,0.0,636,15
10745,7000,DEBTCONSOLIDATION,0.0,621,32
10746,10000,VENTURE,0.0,672,59
10747,12000,MEDICAL,15.62,645,24
10748,10000,DEBTCONSOLIDATION,0.0,555,16
10749,14500,PERSONAL,5.42,659,21
10750,14000,VENTURE,0.0,634,51
10751,4800,VENTURE,0.0,668,59
10752,10000,PERSONAL,0.0,630,31
10753,9750,EDUCATION,0.0,691,45
10754,10000,MEDICAL,15.28,620,12
10755,15000,VENTURE,0.0,640,52
10756,10000,EDUCATION,0.0,636,68
10757,10000,MEDICAL,0.0,694,35
10758,10000,MEDICAL,0.0,623,37
10759,10000,EDUCATION,10.36,652,102
10760,10000,EDUCATION,0.0,606,56
10761,10000,EDUCATION,0.0,605,78
10762,6000,EDUCATION,0.0,522,83
10763,8000,MEDICAL,0.0,669,17
10764,10000,PERSONAL,0.0,595,45
10765,4000,HOMEIMPROVEMENT,0.0,694,41
10766,4500,DEBTCONSOLIDATION,0.0,616,17
10767,8000,DEBTCONSOLIDATION,0.0,660,41
10768,10000,EDUCATION,0.0,594,95
10769,10000,VENTURE,0.0,570,37
10770,10000,VENTURE,13.11,643,26
10771,8000,EDUCATION,0.0,668,62
10772,10000,VENTURE,0.0,663,45
10773,10000,VENTURE,0.0,681,46
10774,10000,DEBTCONSOLIDATION,0.0,638,32
10775,10000,EDUCATION,0.0,559,103
10776,6000,DEBTCONSOLIDATION,0.0,690,38
10777,10000,MEDICAL,0.0,650,27
10778,25000,PERSONAL,0.0,679,52
10779,10000,MEDICAL,0.0,617,23
10780,2000,MEDICAL,0.0,608,42
10781,6000,VENTURE,0.0,592,44
10782,10000,EDUCATION,0.0,521,54
10783,10000,DEBTCONSOLIDATION,0.0,538,48
10784,10000,EDUCATION,11.01,653,111
10785,4000,PERSONAL,0.0,709,51
10786,10000,HOMEIMPROVEMENT,13.79,616,27
10787,8400,DEBTCONSOLIDATION,0.0,573,25
10788,10000,EDUCATION,0.0,630,74
10789,10000,MEDICAL,0.0,549,26
10790,6000,PERSONAL,0.0,556,22
10791,21000,EDUCATION,0.0,591,118
10792,10000,EDUCATION,0.0,597,103
10793,6800,EDUCATION,0.0,684,53
10794,10000,DEBTCONSOLIDATION,0.0,692,53
10795,6000,DEBTCONSOLIDATION,11.01,532,36
10796,20000,VENTURE,0.0,584,25
10797,2500,EDUCATION,0.0,673,84
10798,1600,MEDICAL,0.0,559,33
10799,10000,VENTURE,0.0,600,35
10800,3600,EDUCATION,0.0,602,68
10801,10000,VENTURE,15.27,590,52
10802,10000,EDUCATION,0.0,617,102
10803,10000,EDUCATION,0.0,476,47
10804,10000,MEDICAL,0.0,605,44
10805,10000,EDUCATION,0.0,629,115
10806,10000,DEBTCONSOLIDATION,0.0,659,25
10807,10000,PERSONAL,0.0,648,34
10808,10000,MEDICAL,0.0,598,22
10809,2000,VENTURE,0.0,654,53
10810,10000,PERSONAL,0.0,564,58
10811,10000,EDUCATION,0.0,701,82
10812,10000,EDUCATION,0.0,659,83
10813,4800,MEDICAL,0.0,596,22
10814,25000,HOMEIMPROVEMENT,0.0,689,39
10815,3500,DEBTCONSOLIDATION,0.0,671,58
10816,10000,MEDICAL,0.0,693,39
10817,10000,DEBTCONSOLIDATION,0.0,614,26
10818,10000,PERSONAL,0.0,648,21
10819,10000,PERSONAL,11.36,615,22
10820,6300,VENTURE,0.0,610,44
10821,10000,VENTURE,0.0,587,57
10822,10000,EDUCATION,0.0,611,53
10823,10000,PERSONAL,0.0,642,47
10824,25000,MEDICAL,0.0,634,39
10825,10000,EDUCATION,0.0,633,65
10826,12000,MEDICAL,0.0,647,32
10827,4000,DEBTCONSOLIDATION,0.0,689,39
10828,10000,PERSONAL,0.0,657,14
10829,8000,PERSONAL,0.0,704,54
10830,10000,EDUCATION,0.0,649,108
10831,8000,VENTURE,0.0,590,25
10832,3525,DEBTCONSOLIDATION,0.0,558,16
10833,10000,EDUCATION,0.0,688,54
10834,10000,EDUCATION,0.0,627,69
10835,10000,MEDICAL,0.0,651,13
10836,6000,DEBTCONSOLIDATION,0.0,619,17
10837,10000,EDUCATION,0.0,595,114
10838,10000,MEDICAL,0.0,630,17
10839,10000,DEBTCONSOLIDATION,0.0,530,37
10840,25000,VENTURE,0.0,564,51
10841,10000,PERSONAL,11.01,689,12
10842,8000,MEDICAL,0.0,634,23
10843,10000,MEDICAL,0.0,673,27
10844,21000,VENTURE,0.0,601,33
10845,12000,PERSONAL,0.0,711,40
10846,10000,PERSONAL,0.0,603,50
10847,20000,EDUCATION,0.0,668,108
10848,11000,DEBTCONSOLIDATION,0.0,666,38
10849,10000,MEDICAL,0.0,608,29
10850,3200,MEDICAL,0.0,688,12
10851,10000,EDUCATION,0.0,665,60
10852,10000,PERSONAL,0.0,642,54
10853,10000,EDUCATION,0.0,533,85
10854,10000,DEBTCONSOLIDATION,0.0,601,47
10855,11000,VENTURE,0.0,653,38
10856,7000,DEBTCONSOLIDATION,15.95,572,37
10857,10000,VENTURE,0.0,658,27
10858,10000,MEDICAL,0.0,683,47
10859,10000,EDUCATION,0.0,540,111
10860,8000,PERSONAL,0.0,572,59
10861,10000,PERSONAL,0.0,668,57
10862,5000,EDUCATION,7.88,705,52
10863,4000,EDUCATION,0.0,691,107
10864,4000,EDUCATION,0.0,607,79
10865,10000,PERSONAL,0.0,631,26
10866,10000,MEDICAL,0.0,626,16
10867,6000,VENTURE,0.0,652,46
10868,12000,PERSONAL,0.0,720,43
10869,10000,EDUCATION,0.0,571,52
10870,3500,EDUCATION,0.0,557,84
10871,16000,EDUCATION,0.0,547,38
10872,13750,VENTURE,0.0,621,32
10873,10000,EDUCATION,0.0,706,84
10874,10000,PERSONAL,11.99,657,35
10875,4400,DEBTCONSOLIDATION,0.0,574,34
10876,8000,PERSONAL,0.0,659,50
10877,16000,EDUCATION,0.0,678,107
10878,5000,PERSONAL,0.0,653,53
10879,25000,VENTURE,0.0,619,48
10880,8000,DEBTCONSOLIDATION,0.0,536,48
10881,10000,VENTURE,0.0,578,31
10882,9800,EDUCATION,0.0,689,36
10883,8400,MEDICAL,0.0,619,15
10884,8000,VENTURE,0.0,542,27
10885,6000,PERSONAL,0.0,651,59
10886,10000,PERSONAL,15.2,693,55
10887,10000,EDUCATION,0.0,613,64
10888,12000,DEBTCONSOLIDATION,0.0,680,18
10889,2500,DEBTCONSOLIDATION,0.0,638,58
10890,10000,EDUCATION,0.0,670,51
10891,10000,DEBTCONSOLIDATION,0.0,704,40
10892,5000,EDUCATION,0.0,703,101
10893,10000,PERSONAL,16.07,481,30
10894,10000,HOMEIMPROVEMENT,0.0,646,39
10895,6000,EDUCATION,0.0,610,81
10896,12000,HOMEIMPROVEMENT,0.0,630,29
10897,4500,PERSONAL,0.0,608,51
10898,10000,PERSONAL,0.0,625,53
10899,10000,EDUCATION,0.0,593,86
10900,16000,DEBTCONSOLIDATION,0.0,573,18
10901,25000,VENTURE,0.0,671,48
10902,12000,PERSONAL,0.0,631,26
10903,4800,HOMEIMPROVEMENT,0.0,562,42
10904,10000,VENTURE,0.0,684,41
10905,12800,MEDICAL,0.0,650,22
10906,11000,MEDICAL,0.0,651,43
10907,6000,VENTURE,0.0,664,53
10908,10000,MEDICAL,0.0,559,12
10909,10000,EDUCATION,11.01,569,67
10910,10000,EDUCATION,0.0,631,77
10911,10000,DEBTCONSOLIDATION,14.11,626,42
10912,10000,DEBTCONSOLIDATION,0.0,582,20
10913,7000,EDUCATION,0.0,691,78
10914,14000,DEBTCONSOLIDATION,0.0,630,30
10915,3000,PERSONAL,0.0,583,46
10916,10000,VENTURE,0.0,691,36
10917,10000,MEDICAL,0.0,552,16
10918,15000,EDUCATION,0.0,599,58
10919,5000,HOMEIMPROVEMENT,0.0,632,51
10920,4325,PERSONAL,0.0,648,39
10921,4325,VENTURE,0.0,623,26
10922,4300,MEDICAL,0.0,691,33
10923,4300,MEDICAL,0.0,631,18
10924,4300,DEBTCONSOLIDATION,0.0,529,23
10925,12000,MEDICAL,0.0,525,37
10926,4300,VENTURE,0.0,687,52
10927,4275,EDUCATION,0.0,651,84
10928,4250,VENTURE,0.0,682,45
10929,16000,HOMEIMPROVEMENT,0.0,494,33
10930,4250,PERSONAL,0.0,711,30
10931,24250,PERSONAL,0.0,622,39
10932,4250,MEDICAL,0.0,583,21
10933,4250,MEDICAL,0.0,627,29
10934,15000,DEBTCONSOLIDATION,0.0,611,39
10935,12000,HOMEIMPROVEMENT,0.0,694,57
10936,4225,PERSONAL,0.0,631,13
10937,25000,PERSONAL,0.0,642,30
10938,15000,DEBTCONSOLIDATION,0.0,653,13
10939,10000,VENTURE,0.0,595,52
10940,7000,MEDICAL,0.0,618,32
10941,10000,HOMEIMPROVEMENT,10.36,609,28
10942,9000,EDUCATION,0.0,707,112
10943,10000,VENTURE,0.0,641,24
10944,10000,VENTURE,0.0,628,34
10945,10000,MEDICAL,0.0,579,29
10946,5400,PERSONAL,0.0,639,18
10947,12000,HOMEIMPROVEMENT,0.0,667,26
10948,15000,MEDICAL,0.0,696,33
10949,20000,EDUCATION,0.0,671,89
10950,6000,VENTURE,0.0,632,29
10951,9600,EDUCATION,0.0,635,63
10952,10000,VENTURE,0.0,520,37
10953,10000,EDUCATION,0.0,706,50
10954,10000,MEDICAL,0.0,595,14
10955,8400,EDUCATION,0.0,648,41
10956,16000,EDUCATION,0.0,655,119
10957,18000,EDUCATION,0.0,672,84
10958,4200,EDUCATION,0.0,520,88
10959,4200,MEDICAL,0.0,547,18
10960,9000,PERSONAL,0.0,620,55
10961,4200,VENTURE,15.31,517,32
10962,8950,PERSONAL,0.0,642,24
10963,4200,MEDICAL,0.0,530,13
10964,4200,VENTURE,0.0,684,34
10965,4200,PERSONAL,16.82,440,39
10966,15000,VENTURE,0.0,523,33
10967,4200,MEDICAL,0.0,637,43
10968,7500,MEDICAL,0.0,622,34
10969,4200,HOMEIMPROVEMENT,6.62,715,60
10970,4200,MEDICAL,15.62,652,36
10971,4200,PERSONAL,0.0,638,53
10972,4200,HOMEIMPROVEMENT,11.01,637,41
10973,4200,PERSONAL,0.0,676,23
10974,4200,MEDICAL,0.0,648,45
10975,8000,DEBTCONSOLIDATION,12.17,690,39
10976,4200,MEDICAL,0.0,614,23
10977,4200,VENTURE,0.0,667,45
10978,4200,MEDICAL,0.0,619,17
10979,4200,EDUCATION,0.0,560,47
10980,13950,DEBTCONSOLIDATION,0.0,621,49
10981,4200,EDUCATION,0.0,622,36
10982,5000,MEDICAL,0.0,650,43
10983,4200,EDUCATION,0.0,630,55
10984,21000,EDUCATION,0.0,669,81
10985,8700,EDUCATION,0.0,589,120
10986,4200,MEDICAL,9.91,633,47
10987,4200,HOMEIMPROVEMENT,10.99,510,51
10988,14075,EDUCATION,0.0,623,66
10989,4200,DEBTCONSOLIDATION,11.01,692,57
10990,4200,PERSONAL,0.0,588,35
10991,10500,EDUCATION,0.0,673,71
10992,4200,MEDICAL,0.0,692,19
10993,14500,EDUCATION,0.0,656,64
10994,7450,MEDICAL,0.0,656,46
10995,2500,MEDICAL,7.66,691,23
10996,8500,EDUCATION,0.0,609,79
10997,9600,EDUCATION,0.0,666,112
10998,1000,DEBTCONSOLIDATION,0.0,598,12
10999,2900,MEDICAL,9.62,634,14
11000,4200,EDUCATION,0.0,682,59
11001,7200,DEBTCONSOLIDATION,0.0,709,48
11002,4200,MEDICAL,0.0,519,44
11003,9600,EDUCATION,0.0,666,103
11004,6000,PERSONAL,8.9,548,57
11005,4400,DEBTCONSOLIDATION,0.0,677,14
11006,7500,DEBTCONSOLIDATION,0.0,639,42
11007,4800,VENTURE,0.0,639,29
11008,6000,VENTURE,0.0,606,46
11009,1500,VENTURE,0.0,666,28
11010,4200,MEDICAL,10.99,657,29
11011,6000,HOMEIMPROVEMENT,0.0,703,24
11012,14000,PERSONAL,0.0,667,58
11013,4200,PERSONAL,0.0,662,15
11014,8500,VENTURE,0.0,596,56
11015,4200,MEDICAL,0.0,633,15
11016,4200,VENTURE,0.0,670,24
11017,3250,VENTURE,0.0,715,24
11018,10000,MEDICAL,0.0,624,35
11019,10000,HOMEIMPROVEMENT,0.0,656,41
11020,3500,EDUCATION,0.0,567,62
11021,4200,HOMEIMPROVEMENT,0.0,655,46
11022,4200,DEBTCONSOLIDATION,0.0,490,23
11023,4200,PERSONAL,15.58,666,37
11024,7400,MEDICAL,14.84,688,34
11025,4200,HOMEIMPROVEMENT,0.0,625,40
11026,20000,EDUCATION,0.0,567,89
11027,3200,PERSONAL,0.0,662,46
11028,4200,DEBTCONSOLIDATION,0.0,623,46
11029,4150,MEDICAL,0.0,679,34
11030,4150,VENTURE,0.0,726,58
11031,4125,EDUCATION,0.0,705,45
11032,4100,EDUCATION,0.0,685,84
11033,4100,EDUCATION,0.0,568,92
11034,15000,EDUCATION,0.0,617,61
11035,4100,MEDICAL,0.0,583,24
11036,4100,MEDICAL,0.0,656,28
11037,4100,MEDICAL,11.01,578,19
11038,3000,DEBTCONSOLIDATION,0.0,682,37
11039,6500,DEBTCONSOLIDATION,0.0,671,44
11040,4100,DEBTCONSOLIDATION,0.0,686,19
11041,4100,MEDICAL,0.0,610,28
11042,12000,MEDICAL,0.0,595,45
11043,4075,PERSONAL,0.0,600,38
11044,4050,MEDICAL,6.91,638,48
11045,4050,HOMEIMPROVEMENT,0.0,586,44
11046,25000,EDUCATION,0.0,645,45
11047,3000,EDUCATION,0.0,629,54
11048,4050,VENTURE,0.0,623,25
11049,4025,VENTURE,0.0,589,33
11050,4025,EDUCATION,0.0,635,78
11051,15000,PERSONAL,0.0,632,29
11052,7500,HOMEIMPROVEMENT,0.0,661,47
11053,4000,MEDICAL,10.65,505,29
11054,9250,EDUCATION,0.0,668,99
11055,4000,PERSONAL,13.8,691,46
11056,4000,HOMEIMPROVEMENT,10.99,664,28
11057,7500,EDUCATION,0.0,619,43
11058,10000,DEBTCONSOLIDATION,0.0,678,47
11059,4800,EDUCATION,0.0,543,84
11060,3000,PERSONAL,0.0,652,37
11061,10000,VENTURE,0.0,668,32
11062,10000,PERSONAL,0.0,722,28
11063,18000,PERSONAL,0.0,559,18
11064,10000,PERSONAL,0.0,690,18
11065,12000,PERSONAL,0.0,686,58
11066,10000,VENTURE,0.0,608,36
11067,10000,VENTURE,0.0,527,24
11068,14000,EDUCATION,0.0,596,93
11069,10000,VENTURE,13.8,648,37
11070,16000,VENTURE,0.0,556,58
11071,5000,HOMEIMPROVEMENT,0.0,602,49
11072,5000,PERSONAL,0.0,659,20
11073,10000,DEBTCONSOLIDATION,14.91,666,60
11074,10000,DEBTCONSOLIDATION,0.0,572,59
11075,5000,EDUCATION,0.0,618,63
11076,4200,VENTURE,0.0,679,27
11077,5000,MEDICAL,0.0,545,19
11078,10000,DEBTCONSOLIDATION,0.0,583,45
11079,10000,VENTURE,0.0,616,35
11080,2400,VENTURE,0.0,616,26
11081,10000,HOMEIMPROVEMENT,15.58,634,54
11082,12000,PERSONAL,0.0,636,24
11083,7200,DEBTCONSOLIDATION,0.0,668,32
11084,17000,MEDICAL,0.0,506,48
11085,6000,MEDICAL,11.71,602,47
11086,17000,VENTURE,0.0,668,34
11087,15000,MEDICAL,0.0,598,39
11088,18000,PERSONAL,0.0,548,15
11089,10000,EDUCATION,0.0,703,39
11090,4800,DEBTCONSOLIDATION,0.0,621,18
11091,10000,PERSONAL,0.0,685,52
11092,1000,EDUCATION,0.0,653,66
11093,6000,DEBTCONSOLIDATION,0.0,597,52
11094,5000,MEDICAL,0.0,701,36
11095,10000,EDUCATION,0.0,689,46
11096,16000,EDUCATION,0.0,671,109
11097,24000,DEBTCONSOLIDATION,0.0,682,59
11098,10000,MEDICAL,0.0,568,28
11099,10000,EDUCATION,0.0,619,61
11100,10000,MEDICAL,16.32,647,37
11101,20000,EDUCATION,0.0,680,86
11102,15000,PERSONAL,0.0,622,30
11103,10000,PERSONAL,0.0,603,50
11104,10000,DEBTCONSOLIDATION,11.01,563,18
11105,4000,DEBTCONSOLIDATION,15.62,654,29
11106,5650,MEDICAL,10.99,562,39
11107,10000,MEDICAL,0.0,557,39
11108,9000,EDUCATION,0.0,695,71
11109,10000,EDUCATION,16.89,584,92
11110,10000,PERSONAL,0.0,603,52
11111,10000,EDUCATION,0.0,649,102
11112,10000,MEDICAL,16.77,656,30
11113,8400,EDUCATION,0.0,662,47
11114,10000,VENTURE,0.0,643,34
11115,6000,MEDICAL,0.0,607,23
11116,10000,MEDICAL,13.62,678,41
11117,9000,HOMEIMPROVEMENT,0.0,670,34
11118,10000,VENTURE,0.0,591,47
11119,10000,MEDICAL,0.0,709,44
11120,16000,VENTURE,0.0,672,31
11121,10000,DEBTCONSOLIDATION,0.0,562,12
11122,12000,PERSONAL,0.0,679,43
11123,11200,MEDICAL,0.0,618,45
11124,10000,PERSONAL,0.0,680,24
11125,10500,HOMEIMPROVEMENT,0.0,651,59
11126,3000,PERSONAL,0.0,682,30
11127,10000,EDUCATION,0.0,671,72
11128,2100,HOMEIMPROVEMENT,0.0,545,40
11129,18000,EDUCATION,0.0,644,111
11130,6000,EDUCATION,0.0,675,39
11131,10000,EDUCATION,0.0,542,71
11132,10000,DEBTCONSOLIDATION,0.0,661,46
11133,16000,VENTURE,0.0,702,41
11134,10000,DEBTCONSOLIDATION,0.0,603,19
11135,10000,EDUCATION,0.0,663,99
11136,10000,DEBTCONSOLIDATION,0.0,651,32
11137,10000,HOMEIMPROVEMENT,0.0,517,53
11138,16000,VENTURE,0.0,706,45
11139,2100,VENTURE,0.0,664,54
11140,2000,HOMEIMPROVEMENT,0.0,607,56
11141,10000,EDUCATION,0.0,578,107
11142,10000,PERSONAL,0.0,540,22
11143,10000,PERSONAL,0.0,534,37
11144,10000,DEBTCONSOLIDATION,0.0,582,27
11145,10000,PERSONAL,0.0,642,49
11146,10000,MEDICAL,0.0,700,30
11147,10000,EDUCATION,0.0,703,87
11148,10000,EDUCATION,0.0,585,52
11149,10000,DEBTCONSOLIDATION,0.0,663,36
11150,10000,EDUCATION,0.0,699,97
11151,5000,EDUCATION,0.0,663,100
11152,2000,DEBTCONSOLIDATION,0.0,681,43
11153,10800,PERSONAL,0.0,593,12
11154,5000,MEDICAL,0.0,660,42
11155,10000,DEBTCONSOLIDATION,0.0,662,26
11156,10000,MEDICAL,15.65,564,30
11157,3500,DEBTCONSOLIDATION,0.0,685,29
11158,10000,EDUCATION,0.0,631,61
11159,10000,EDUCATION,0.0,663,77
11160,7000,EDUCATION,0.0,655,41
11161,6000,DEBTCONSOLIDATION,0.0,635,35
11162,6000,VENTURE,0.0,621,42
11163,10000,MEDICAL,0.0,567,25
11164,10000,HOMEIMPROVEMENT,0.0,651,43
11165,4900,MEDICAL,15.95,536,29
11166,5000,PERSONAL,0.0,602,37
11167,15000,DEBTCONSOLIDATION,0.0,627,44
11168,8700,PERSONAL,0.0,570,53
11169,8000,MEDICAL,0.0,627,44
11170,9000,VENTURE,0.0,588,43
11171,10000,MEDICAL,0.0,572,46
11172,10000,VENTURE,11.01,603,36
11173,6400,EDUCATION,0.0,690,119
11174,8000,VENTURE,0.0,655,60
11175,10000,VENTURE,15.58,634,52
11176,10000,MEDICAL,0.0,614,18
11177,18000,VENTURE,0.0,603,32
11178,5975,MEDICAL,0.0,689,27
11179,15000,PERSONAL,0.0,641,31
11180,10000,HOMEIMPROVEMENT,0.0,613,40
11181,10000,EDUCATION,0.0,631,68
11182,11875,EDUCATION,0.0,616,55
11183,10000,PERSONAL,0.0,643,31
11184,10000,EDUCATION,0.0,586,57
11185,12000,VENTURE,0.0,646,48
11186,6000,VENTURE,0.0,653,35
11187,10000,MEDICAL,0.0,627,40
11188,10000,MEDICAL,0.0,698,43
11189,5000,EDUCATION,0.0,673,67
11190,10000,DEBTCONSOLIDATION,0.0,552,33
